Başlık;Kira Bedeli;İlan Metni;Mahalle;İlan Tarihi;Yerleştiği Kat;Kat Sayısı;Yaşı;Oda Sayısı;Genişliği;Eşya durumu;Isınma;Aidat
Bucada Kiralık Daire Üniversite, KYK Yurt ve Kampüs 5 Dk D.Gaz Full Yeni Eşyalı Öğrenci Memura;16.000 TL;"*Buca KURUÇEŞME Mahallesinde,
*9 Eylül Üniversitesi, Tınaztepe ve KYK öğrencie yurduna 150 metre,,,
*Yeni Bina
*Süperonline 100 MB Işık Hızında İnternet
*Öğrenci sirkülasyonunun yoğun olduğuve merkezi bir bölgede
*Aile Apartmanı Güvenli
*Tınaztepe Üniversitesin Karşısında, 9 Eylül üniversitesine yakın
*Buca Tınaztepe kampüsüne çok yakın (Rezidansların karşısında)
*Tınaztepe DİŞ Hastenesine çok yakın
*Tarık Akan Kültür merkezine, Kafeler, Börger King ve Avm lere yakın
*Full Eşyalı
*Klimalı 
*Doğal gaz Isıtma ve Mutfak Doğalgazlı
*Pırıl pırıl Yeni Binada yeni bir daire
*İzmirin Her Yerine Beklemeden Ulaşım İmkanı
*Öğrenci kafeleri AVM ler, ve ihtiyaç duyulan her yere yakın merkezde 
*BOYA BADANASI YENİDEN YAPILMIŞ
*PAZARLIĞI VARDIR
*2 ÖĞRENCİNİN KALMASINA UYGUN BİR DAİREDİR VE VERİLEBİLİR
**AYRINTILAR İÇİN LÜTFEN ARAYARAK MİSAFİRİMİZ OLUNUZ***
 *** MİKAİL AĞKURT***
***  Telefonu Göster ***
* Rüyalarınızı biz gerçekleştirelim, Doğru olanı yap hemen ara, Gayrimenkul değil hayat tarzını satıyoruz,
*“Hayallerinizdeki sevimli evi bulmanıza yardım ediyoruz” 
Gayrimenkul değil hayat tarzını satıyoruz
**A24 SİTE KURUMSAL GAYRİMENKUL OFİSİ NARLIDERE";Kuruçeşme;10-10-2024;Ara Kat;3 Katlı;7 Yaşında;1 + 1;/ 50 m2;Eşyalı;Doğalgaz;100 TL
KAMPÜSE YÜRÜME MESAFESİNDE GENİŞ BALKONLU EŞYALI 2+1;20.000 TL;"TINAZTEPE KAMPUS  KARŞISINDA 
ACEM MARKETİN ÜST SOKAĞINDA
2+1 
EN AZ 3 KİŞİNİN RAHATLIKLA KALABİLECEĞİ 
BALKONLU 
MERKEZİ KONUMDA 
ULAŞIMI KOLAY 
TEMİZ EŞYALI 3 TEKLİ YATAKLI 
SALONDAKİ KÖŞE KOLTUKTA YATAK OLABİLİYOR 
RAHAT KULLANIMLI DAİREMİZ



DETAYLI BİLGİ VE RANDEVU İÇİN  ARAYINIZ.

KAZIM ŞENEL

Telefonu Göster
Telefonu Göster";Kuruçeşme;14-10-2024;2. Kat;2 Katlı;5 Yaşında;2 + 1;/ 50 m2;Eşyalı;;100 TL
Buca Şirinyer Efeler Mh. 3+1 140m2 Doğalgazlı Bahçeli Daire;20.000 TL;"TURYAP ŞİRİNYER TEMSİLCİLİĞİ'NDEN KİRALIK DAİRE
BUCA ŞİRİNYER EFELER MAHALLESİ'NDE 3 ODA 1 SALON, 140m2(BRÜT), DOĞALGAZLI, YÜKSEK GİRİŞ, ARKADA MÜSTAKİL BAHÇESİ BULUNAN, EBEVEYN BANYOLU, KİLERLİ, ÇİFT WC, ÇİFT CEPHE, 2 KLİMALI, BAKIMLI DAİRE.
KONUM OLARAK 30 AĞUSTOS İLKOKULU'NA YÜRÜYÜŞ MESAFESİNDE OLUP, HİPODRUM'A, ŞİRİNYER İZBAN İSTASYONUNA, OTOBÜS VE DOLMUŞ DURAKLARINA, ANA CADDEYE, SEMT PAZARINA, DİĞER OKULLARA, AVM VE BANKALARA YÜRÜYÜŞ MESAFESİNDEDİR.
AYRINTILI BİLGİ VE ALTERNATİF SEÇENEKLERİMİZ İÇİN LÜTFEN İLETİŞİME GEÇİNİZ.";Efeler;12-10-2024;Yüksek Giriş;4 Katlı;20 Yaşında;3 + 1;/ 125 m2;Eşyalı Değil;Doğalgaz;
ARGA'DAN BUCA ÇEVİK BİR'DE 3+1 ARAKAT KİRALIK DAİRE;20.000 TL;"DAİREMİZ; KOZAĞAÇ MAHALLESİNDE ZEYTİNTEPE FIRININ ÇAPRAZINDADIR,
MERKEZİ KONUMDADIR.
KONUMU İTİBARİ İLE ULAŞIM SIKINTISI YOKTUR. OTOBÜS, DOLMUŞ VE SERVİS GÜZERGAHINA YAKINDIR.
DOKUZ EYLÜL EĞİTİM FAKÜLTESİNE , ALİ KUŞÇU İLK
OKULUNA,ZÜBEYDE HANIM EĞİTİM KOLEJİNE ,SEYFİ DEMİRSOY DEVLET HASTANESİNE, BANKALARA, YÜRÜME MESAFESİNDEDİR.
MARKET, FIRIN, KASAP, SEMT PAZARI V.B. TÜM ALIŞVERİŞ YERLERİ DAİREMİZİN ÇEVRESİNDEDİR.
3+1 KAPALI MUTFAK 130M2,
ARAKATTA,
3 CEPHELİ,
3 BALKONLU,
DOĞALGAZLIDIR,
OLDUKÇA GENİŞ VE FERAH BİR DAİREDİR,
AYRINTILI BİLGİ İÇİN ARAYINIZ.
NOT: MEMUR TERCİHİMİZDİR.";Kozağaç;10-10-2024;3. Kat;4 Katlı;30 Yaşında;3 + 1;/ 120 m2;Eşyalı Değil;;
GOLDİA YAPI’DAN HASANAĞA YAKINI 1+1 EŞYALI KİRALIK DAİRE;17.000 TL;"İBF YAKINI

HASANAĞAYA YÜRÜME MESAFESİ

ARAKAT

KLİMALI

KONSEPT EŞYALI 


DETAYLI BİLGİ İÇİN ARAYINIZ..";Adatepe;11-10-2024;Yüksek Giriş;4 Katlı;5 Yaşında;1 + 1;/ 50 m2;Eşyalı;Elektrik;150 TL
FOR SALE & FOR RENTTEN 3+1 VALİ RAHMİ BEY MAH 150 M2 ARA KAT DAİRE;25.000 TL;FORBESTTE ARA KAT DOĞALGAZLI MERKEZİ KONUMDA DAİRE;Vali Rahmi Bey;13-10-2024;3. Kat;4 Katlı;25 Yaşında;3 + 1;/ 150 m2;Eşyalı Değil;Doğalgaz;150 TL
BAŞOĞLUN'DAN EŞYALI BALKONLU 1+1 DAİRE;17.000 TL;Detaylı bilgi için iletişime geçiniz;Kuruçeşme;13-10-2024;3. Kat;3 Katlı;5 Yaşında;1 + 1;/ 50 m2;Eşyalı;;
BUCA KURUÇEŞMEDE 2+1 YÜKSEK ZEMİM FULL EŞYALI KİRALIK DAİRE;21.500 TL;"DAİREMİZ AÇIK MUTFAKLI 2+1
DOĞAL GAZLI,DEMİR PARMAKLIKLI
DAİREMİZİ SIFIR BOYA YAPILDI,
MOBİLYALARI ALINDI
BUZDOLABI ,ÇAMAŞIR MAKİNASI
FULL EŞYALI YAPILDI
FOTOLARI YÜKLENDİ
TINAZ TEPE KAMPÜSE YAKIN
ALIŞ VERİŞ MERKEZLERİNE YAKIN
TOPLU TAŞIMA ARAÇLARINA ,METROYA YAKIN";Kuruçeşme;12-10-2024;Yüksek Giriş;2 Katlı;10 Yaşında;2 + 1;/ 61 m2;Eşyalı Değil;Doğalgaz;200 TL
SAFİR'den SİTE İÇERİSİNDE KİRALIK EŞYALI 3+1 DAİRE;20.000 TL;"CUMHURİYET MAHALLESİ 
3+1  120M² EŞYALI 
  // DOĞALGAZLI // 
EŞYALI
 ÖĞRENCİYE, AİLEYE UYGUN
ADATEPE PAZAR YERİ ÜSTÜ 
İİBF KAPÜSÜNE 15 DK 
 KONUM DOĞRU İŞARETLENMİŞTİR.
Dolmuş ve Otobüs Duraklarına 50 Metre
En Çok Güneş Alan GÜNEY CEPHE
   Profesyonel ve   Güleryüzlü   Ekibimizle Haftanın  7 Günü  Hizmetinizdeyiz.";Adatepe;14-10-2024;3. Kat;7 Katlı;11 Yaşında;3 + 1;/ 120 m2;Eşyalı;;
BUCA FIRAT MAH. 3+1 125 M2 AÇIK MUTFAK DOĞALGAZLI KİRALIK DAİRE;19.000 TL;"BOZBEY EMLAK'TAN BUCA FIRAT MAHALLESİNDE 4 KATLI KÖŞE BİNANIN 3.KATINDA 3+1 125 M2 AÇIK MUTFAK ÇİFT BALKONLU DOGALGAZLI KİRALIK FERAH DAİRE.

DETAYLI BİLGİ İÇİN İLETİŞİME GEÇİNİZ

MUSTAFA BOZKURT
Telefonu Göster";Fırat;12-10-2024;Ara Kat;4 Katlı;15 Yaşında;3 + 1;/ 125 m2;Eşyalı Değil;Doğalgaz;50 TL
bucaPARİSA'DAN TINAZTEPE KAMP.KARŞISI D.GAZLI EŞYALI KİRALIK 1+1;15.000 TL;"ÖZEL TINAZTEPE HASTANESİ YANIKINI
TINAZTEPE KAMPÜSÜNE YÜRÜME MESAFESİ
HASANAĞA BAHÇESİNE YÜRÜME MESAFESİ
ALIŞVERİŞ MERKEZLERİNE YAKIN
OTOBÜS VE DOLMUŞ GÜZERGAHINDA
ULAŞIM KOLAYLIĞI
BUCA DOĞU GİRİŞİNE YAKIN
TRAFİK SORUNU YOK
YENİ BİNA
DOĞALGAZLI
AYDINLIK VE FERAH
GENİŞ VE DÜZGÜN ODALAR
ÇİFT KİŞLİK YATAK
 BÜYÜK BOY BUZDOLABI
FİBER İNTERNET
AYRINTILI BİLGİ İÇİN:";Kuruçeşme;14-10-2024;2. Kat;1 Katlı;10 Yaşında;1 + 1;/ 50 m2;Eşyalı;Doğalgaz;10 TL
Hasanağa Meydan civarı 2+1 Kapalı Mutfaklı Asansörlü Doğalgazlı kendine ait Bahçeli Lüks Kiralık;18.000 TL;Dairemiz Hasanağa Meydana birkaç sokak mesafede 2 Oda 1 Salon ayrı Mutfaklı doğalgaz kombili Ankastreli kendisine ait geniş bahçesi ve balkonu olan Otoparklı lüks bir dairedir.;Kozağaç;13-10-2024;Yüksek Giriş;4 Katlı;3 Yaşında;2 + 1;/ 90 m2;Eşyalı Değil;;
Şirinyer Nato Karşısı 3+1 140 M2 Doğalgazlı Arakat Kiralık Daire;20.000 TL;"TURYAP ŞİRİNYER TEMSİLCİLİĞİ'NDEN KİRALIK

ŞİRİNYER MERKEZ İNKILAP MAHALLESİNDE 3+1 140 M2 DOĞALGAZLI, ÜÇ CEPHELİ, BALKONLU, İKİNCİ TUVALETLİ, AİLE APARTMANINDA, GENİŞ KİRALIK BAKIMLI TEMİZ ARAKAT DAİRE.

DAİREMİZ KONUM OLARAK YENİ ADLİ TIP KURUMU VE ŞİRİNYER NATO KARŞISINDA YER ALMAKTA OLUP, ŞİRİNYER İZBANA, ŞİRİNYER PAZARYERİNE,KOŞU İZBAN İSTASYONUNA YÜRÜYÜŞ MESAFESİNDEDİR.

DAİRENİN KİRALANMASINDA TEK YETKİLİ TURYAP ŞİRİNYER TEMSİLCİĞİDİR.

              AYRINTILI BİLGİ VE ALTERNATİF SEÇENEKLERİMİZ İÇİN LÜTFEN İLETİŞİME GEÇİNİZ.";İnkılap;12-10-2024;2. Kat;3 Katlı;17 Yaşında;3 + 1;/ 130 m2;Eşyalı Değil;Doğalgaz;100 TL
EŞYALI-2 ODA 1 SALON SIFIR DAİRELER-SIFIR EŞYALAR-DOĞALGAZLI;24.000 TL;"DAİRE'MİZ BUCA YAYLACIK MAHALLESİNDE ,EVKA 'YA ÇIKARKEN VİRAJIN BAŞINDA,
SIFIR DAİRELER,SIFIR EŞYALAR.
ASANSÖR ,DOĞALGAZ ,KLİMA HERŞEY SIFIR'DIR.
KONUM DOĞRUDUR YERİNE ORDAN BAKABİLİRSİNİZ.";Yaylacık;11-10-2024;Ara Kat;5 Katlı;Sıfır Bina;2 + 1;/ 65 m2;Eşyalı;Doğalgaz;100 TL
GOLDIA YAPIDAN ARAKAT HASANAĞA YAKINI 1+1 KİRALIK DAİRE;16.000 TL;"GOLDIA YAPI GAYRIMENKULDEN

ARAKAT

DOĞALGAZLI

BALKONLU

KLİMALI

LUKS ESYALI

DETAYLI BILGI ICIN ARAYINIZ...";Kozağaç;10-10-2024;3. Kat;5 Katlı;4 Yaşında;1 + 1;/ 50 m2;Eşyalı;Doğalgaz;150 TL
BUCA ATATÜRK MH.203/15 SK.NO:6 D:10 KİRALIK 2.KAT 1+1 DAİRE;15.000 TL;"BUCA ATATÜRK MAHALLESİ 203/15 SOKAK NO:6 DAİRE 10
2.KAT 1+1 DAİRE
RE/MAX SONUÇ'TAN
KİRALIKTIR.
DAİRE DOKUZ EYLÜL ÜNİVERSİTESİ KAMPÜSÜ KARŞISI ,
ULAŞIM VEALIŞVERİŞ MERKEZLERİNE YÜRÜME MESAFESİNDEDİR.
YÜRÜME MESAFESİNDEDİR.
ÖZEL TINAZTEPE HASTANESİ YAKININDADIR.
EV EŞYALI OLARAK KİRAYA VERİLECEKTİR.
DETAYLI BİLGİ İÇİN ARYINIZ.
RE/MAX SONUÇ
SAMİ TUNCER
Telefonu Göster";Kuruçeşme;12-10-2024;2. Kat;4 Katlı;7 Yaşında;1 + 1;/ 25 m2;Eşyalı;;100 TL
BUCA OTOBAN BATI ÇIKIŞI ARAKAT KİRALIK 1+1 DAİRE;16.000 TL;"BUCA OTOBAN BATI ÇIKIŞI 1 DK. MESAFEDE
ARAKAT
AÇIK OTOPARK
YENİ YAPILAN METRO İSTASYONUNA 1 DK. YÜRÜME MESAFESİNDE
EŞYASIZ
171 NUMARALI OTOBÜS VE GAZİEMİR MİNÜBÜSLERİ ÖNÜNDEN GEÇMEKTEDİR.
DEU ÜNİVERSİTESİ TINAZTEPE KAMPÜSÜNE YAKIN 
DETAYLI BİLGİ İÇİN ARAYABİLİRSİNİZ...
ALPARSLAN İRTEGÜN
Telefonu Göster";Buca Koop.;10-10-2024;3. Kat;6 Katlı;5 Yaşında;1 + 1;/ 50 m2;Eşyalı Değil;;
SAFİR'den YILDIZ MAH KİRALIK EŞYASIZ 1+1 KAPALI MUTFAK;13.000 TL;"YILDIZ MAHALLESİ
1+1 
KAPALI MUTFAK 
KİLERİ VAR
50 M²  
EŞYASIZ
 BAHÇELİ
AİLE APARTMANI
 KONUM DOĞRU İŞARETLENMİŞTİR.
   Profesyonel ve   Güleryüzlü   Ekibimizle Haftanın  7 Günü  Hizmetinizdeyiz.";Yıldız;14-10-2024;Yüksek Giriş;3 Katlı;11 Yaşında;1 + 1;/ 50 m2;Eşyalı Değil;;
BUCA HASTANE YAKINI EŞYALI GENİŞ ÇİFT BALKONLU 1+1;19.000 TL;"Dairemizin konumu doğru işaretlenmiştir.
Detaylı bilgi için arayınız";Yıldız;14-10-2024;3. Kat;5 Katlı;4 Yaşında;1 + 1;/ 50 m2;Eşyalı;;
FOR SALE & FOR RENTTEN 3+1 İNKİLAPTA 150M2 ŞİRİNYER METRO YAKINI SON KAT DAİRE;21.000 TL;SON KAT 150M2 DOĞALGAZLI ŞİRİNYER METROYA 2 DAKİKALIK MESAFEDE MERKEZİ KONUMDA DAİRE;İnkılap;13-10-2024;En Üst Kat;4 Katlı;25 Yaşında;3 + 1;/ 150 m2;Eşyalı Değil;Doğalgaz;250 TL
AKTİFLER'den Buca Adatepe'de 1+1 Eşyalı Kiralık Yeni Daire;16.000 TL;"9 Eylül Kampüslerine bölgesinde, Hasanağa Bahçesi Parkına yakın full eşyalı kullanıma hazır temiz daire.
Foreign customers can talk with us in English. 
Resim No: 218.03                               
Diğer Seçenekleri ve Diğer Web Sayfalarımızın Adreslerini Firmamızın Ana Web Sayfası (aktifler.com.tr) den Görebilir ve Diğer Web Sayfalarımızı da Ziyaret Ederek Seçenekleri İnceleyebilirsiniz.";Adatepe;08-10-2024;2. Kat;4 Katlı;6 Yaşında;1 + 1;/ 50 m2;Eşyalı;Doğalgaz;
bucaPARİSA'DAN KOZAĞAÇ MEYDAN YAKINI D.GAZLI KİRALIK 3+1;21.000 TL;"BUCA KOZAĞAÇ MEYDAN YAKINI
BİLSEV KOLEJİNE YAKIN
ÇİFTÇİ PETROL BENZİNLİĞE YAKIN
BUCA KAYMAKAMLIK BİNASINA
HASANAĞA BAHÇESİNE
ÜÇKUYULAR MEYDANA
BUCA PAZARYERİNE
ÇAMLIKULE PAZARYERİNE
BUCA SEYFİDEMİRSOY HASTANESİNE
İLK VE ORTA ÖĞRETİM KURUMLARINA
OTOBÜS VE DOLMUŞ GÜZERGAHINDA
AİLE APARTMANI
BALKONLU
ARA KAT
DOĞALGAZLI
GENİŞ VE DÜZGÜN ODALAR
AYDINLIK VE FERAH
YENİ BİNA";Kozağaç;14-10-2024;1. Kat;4 Katlı;11 Yaşında;3 + 1;/ 115 m2;Eşyalı Değil;;50 TL
ÜÇKUYULAR MEYDAN VE FAKÜLTELER YAKINI '2+1' ARAKAT-DGAZLI DAİRE;15.200 TL;"İZMİR / BUCA / ATATÜRK MAHALLESİ ;
2+1 - 65m2
Arakat
Doğalgazlı
Yönetimi Olan, Temiz ve Düzgün Apartmandadır


Dairemiz Konum İtibariyle ;
Kozağaç meydana ve,
Hasanağa Bahçesi'ne çok yakınındadır ,
Buca Batı ve Doğu otobanı yolu üzeri,
Tüm Temel ve Sosyal Olanaklar Yürüme Mesafesindedir.

Firmamız Bu Gayrimenkul'ün Kiralama İşlemlerinde Tek Yetkilidir.
Detaylı Bilgi ve Randevu İçin ;
SERCAN ÇAKIR    |  MERTCAN ÇAKIR
Telefonu Göster    |  Telefonu Göster";Atatürk;14-10-2024;3. Kat;4 Katlı;11 Yaşında;2 + 1;/ 65 m2;Eşyalı Değil;;100 TL
ADATEPEDE EŞYALİ-BAHÇELİ 1+1 KİRALİK DAİRE;17.000 TL;MÜKEMMEL KONUMDATİNAZTEPE KAMPUSUNE YÜRÜME MESAFESİNDE-Tüm alişveriş hastane spor salonu vb yerlere yürüme mesafesinde-1+1 ful eşyali temiz-Arka tarafında eve ait bahçesi vardır-Her yere ulaşimi güzeldir-2 katlı dairenin 1. katındadır-Dogalgazlibilgi almak için arayınız;Adatepe;13-10-2024;1. Kat;2 Katlı;12 Yaşında;1 + 1;/ 45 m2;Eşyalı;Doğalgaz;
BUCA ATATÜRK MAH.'NDE EŞYALI KİRALIK DAİRE (1+1);18.500 TL;"TURPA TAŞDEMİR YAPI & GAYRİMENKUL
Atatürk Mahallesi'nde,
Doğalgazlı,
Dairenin hemen girişinde geniş bir kileri mevcut,
Hasanağa Bahçesi, Üçkuyular Meydan'a 1 dk. yürüme mesafesinde,
Hemen alt sokağından dolmuş ve otobüsler geçiyor,
Binanın arka tarafı Süleyman Bilgen İlkokulu'na cephe,
Okul, hastane, eczane, alışveriş ve eğlence merkezlerine yakın,

Olan dairemiz ""KİRALIK"" tır.

Konum bilgisi doğru işaretlenmiştir.

PROFESYONEL EKİP ARKADAŞLARIMIZLA SİZ DEĞERLİ MÜŞTERİLERİMİZE HAFTANIN 7 GÜNÜ HİZMET VERMEKTEYİZ.

BÜTÜN OFİSLERİMİZ ( Buca (Yıldız ve Yaylacık Mahallesi), Menderes (Belediye karşısı), Çiğli (Balatçık), Karşıyaka (Nergiz İzban karşısı).

Detaylı bilgi ve randevu almak için bizimle iletişime geçiniz.";Atatürk;11-10-2024;En Üst Kat;3 Katlı;18 Yaşında;1 + 0;/ 58 m2;Eşyalı;Doğalgaz;
KOZAĞAÇ MERKEZDE 3+1 ÇİFT CEPHE 150 M2 KİRALIK DAİRE;25.000 TL;"BUCA KOZAĞAÇ MAHALLESİ'NDE 3+1 DOĞALGAZLI 150 M'2 ARAKAT ÇİFT CEPHE KİRALIK DAİRE.

OTOMATİK PANJURLU, 3 ADET BALKONU OLAN DAİREMİZ BUCANIN EN NEZİH,SAKİN VE MERKEZİ KONUMUNDADIR.

KARANLIK ODASI OLMAYAN FERAH KULLANIM ALANINA SAHİP DAİREMİZİN 2 ADET BANYO-WC Sİ ( 1 İ EBEVEYN BANYOSU) VE 1 ADET AYRI WC Sİ MEVCUTTUR.

AİLELERİN OTURDUĞU,BİNA SAKİNLERİNİN EĞİTİM SEVİYESİ YÜKSEK VE KOMŞULUK İLİŞKİLERİ DÜZGÜNDÜR

KOZAĞAÇ MEYDANA ,TAKSİ DURAĞINA ,HASANAĞA BAHÇESİ, ÇEVİK 1 MEYDANA YÜRÜME MESAFESİNDEDİR.

OKUL MARKET PAZAR YERİ GİBİ YERLERE ÇOK YAKINDIR.

İNTERNET ALTYAPISI MEVCUTTUR.

OTOBÜS VE DOLMUŞ GÜZERGAHLARINDADIR.

KİMSEYİ RAHATSIZ ETMEDEN KİRASINI DÜZGÜN ÖDEYEBİLECEK

DÜRÜST KİŞİLİK SAHİBİ TOPLUM KURALLARINA UYARAK YAŞAMAYI, KENDİSİNİ, AİLESİNİ BİLEN İNSANLAR ARAYABİLİR.

1 KİRA PEŞİN 1 KİRA DEPOZİTO 1 KİRA BEDELİ +KDV EMLAK KOMİSYON ÜCRETİ.

ELEKTRİK, SU, DOĞAZGAZ ABONELİKLERİNİ KİRACI ÜSTÜNE ALACAKTIR.





DAİRELERİNİZE ÜCRETSİZ FİYAT DEĞERLENDİRMESİ VE PROFESYONEL FOTOĞRAF ÇEKİMİ YAPILIR
                                                .QUATTRO EMLAK.";Kozağaç;10-10-2024;2. Kat;3 Katlı;8 Yaşında;3 + 1;/ 139 m2;Eşyalı Değil;Doğalgaz;100 TL
ŞİRİNYER İZBANA YAKIN 1+1;15.000 TL;"Forbes Sokağına 10 dk yürüme mesafesi

  Otobüs durağına yakın

Şehir merkezine direkt ulaşım

Semt pazarına 12 dk yürüme mesafesi

Şirinyer parkına 10 dk yürüme mesafesi

Mutfağın 1-2 günlük montaj işi var. Gelen kiracı yaparsa kiradan düşeriz.";Laleli;11-10-2024;En Üst Kat;4 Katlı;5 Yaşında;1 + 1;/ 45 m2;Eşyalı;Elektrik;
ÇAMLIPINAR MAHALLESİNDE 130m² DOĞALGAZLI 2+1 DAİRE;16.000 TL;"COLDWELL BANKER JASSE
GÜVENCESİ İLE

✅ Çamlıpınar mahallesinde 293/29 sokakta bulunan ferah dairemiz;
✅ 2+1 ve 130 m²'dir ,
✅ Önü asla kapanmayacak, ferah ve merkezi bir konumdadır.
✅ Çift cephe çift balkondur.
✅ Dairemiz doğalgazlı ve kapalı mutfaktır.
✅ Nezih mahalle ve aile apartmanı.
✅ Kısmi eşyalıdır,
✅ Daireyi görmek için lütfen randevu alınız.

GAYRİMENKUL ALIRKEN, SATARKEN VEYA KİRALARKEN BİZİ ARAYIN

ZAMAN SİZE KALSIN

Detaylı

Bilgi ve Randevu İçin Lütfen arayınız.

FİRMAMIZDAN'DAN ALABİLECEĞİNİZ HİZMETLER NELER?

*TAPU TAKİP İŞLEMLERİ *

*BANKA VE KREDİ İŞLEMLERİ *

*KONUT, DÜKKAN, ARSA EKSPER İŞLEMLERİ *

-TÜZÜĞE UYGUN GÜVENLE KİRALAMA

*TÜZÜĞE UYGUN GÜVENLE SATIŞ *

*GAYRİMENKUL NAKİTE ÇEVİRME *

FİRMAMIZ

TİCARET BAKANLIĞI

TARAFINDAN

TAŞINMAZ TİCARETİ YÖNETMELİK HÜKÜMLERİNE GÖRE

3503444

NOLU

YETKİ BELGESİ İLE YETKİLENDİRİLMİŞTİR.

UYARI:

TARAFLARIN HAKLARININ KORUNMASI AMACI İLE GAYRİMENKUL

DANIŞMANLARININ SÖZLEŞME KULLANMALARI T.S.11816 STANDARTLARININ

1.1.1 MADDESİ VE 05-06-2018 TARİHLİ 30442 SAYILI RESMİ GAZETE DE

YAYINLANAN. ""TAŞINMAZ TİCARETİ HAKKINDA YÖNETMELİK""

MADDE 16 GEREĞİ ZORUNLU KILINMIŞTIR. BU NEDENLE GAYRİMENKUL ADRES

BİLGİSİ VERİLMESİ, YER GÖSTERİMLERİ , SUNUMLARI, ""YER GÖSTERME FORMU""

İMZALATILARAK, YAPILMAKTADIR.

ANLAYIŞINIZ İÇİN

TEŞEKKÜR EDERİZ.";Çamlıpınar;08-10-2024;1. Kat;3 Katlı;25 Yaşında;2 + 1;/ 130 m2;Eşyalı;Doğalgaz;1 TL
EGE EMLAK'TAN BUCA TINAZTEPE VE İKTİSAT FAKÜLTESİ YAKINI 1+1 KİRALIK DAİRE;12.000 TL;"EGE EMLAK (YETKİLİ İLAN)
İZMİR BUCA DA
SİZ DEĞERLİ MÜŞTERİLERİMİZE
MÜTHİŞ FIRSATLAR SUNMAYA DEVAM EDİYOR!!!
DAİREMİZ BOYANIP EŞYALARI YENİLENİP KİRAYA VERİLECEKTİR , BU YÜZDEN DAİRE FOTOĞRAFLARI KOYULMAMISTIR...
İLGİNİZ İÇİN TEŞEKKÜR EDERİZ ...


DETAYLI BİLGİ VE YER GÖSTERİMİ İÇİN
Saim Olcayto
Broker & Owner
Telefonu Göster
ALMAK SATMAK KİRALAMAK İSTEDİĞİNİZ 
TÜM GAYRİMENKULLERİNİZ İÇİN BİZLERİ ARAYABİLİRSİNİZ";Adatepe;10-10-2024;2. Kat;4 Katlı;10 Yaşında;1 + 1;/ 50 m2;Eşyalı;Elektrik;
BUCA DUMLUPINAR ÇEVİKBİR ÜÇKUYULAR MEYDANDA 2+1 FULL EŞYALI KİRALIK DAİRE;30.000 TL;"2+1 KAPALI MUTFAK DOĞALGAZLI KİRALIK DAİRE
3 4 ÖĞRENCİ RAHATLIKLA KALABİLİR.
MERKEZİ KONUMDA ÜNİVERSİTELERE YÜRÜME MESAFESİNDEDİR.
DETAYLI BİLGİ VE YER GÖRME TALEBİNİZ İÇİN ARAYINIZ";Dumlupınar;14-10-2024;3. Kat;3 Katlı;2 Yaşında;2 + 1;/ 90 m2;Eşyalı;Doğalgaz;
TUĞhan GAYRİMENKUL’DEN YAYLACIK MAHALLESİN DE KİRALIK EŞYALI DAİRE;19.000 TL;"Dairemiz Yaylacık mahallesinde
Hasan ağa parkına yürüme mesafesinde 
Üniversiteye yakın konumdadır.
Dairemiz eşyalı olarak kiraya verilecektir.

Detaylar için arayınız.";Yaylacık;14-10-2024;Ara Kat;5 Katlı;5 Yaşında;1 + 1;/ 55 m2;Eşyalı;Elektrik;100 TL
BUCA DA ÇOK MERKEZİ KONUMDA KIRALIK DAÌRE;19.000 TL;dairemiz çok merkezi konumda önü açık feraha kullanışlı daire dataylı bilgi için lütven arayınız;Menderes;09-10-2024;Çatı Katı;3 Katlı;32 Yaşında;3 + 1;/ 110 m2;Eşyalı Değil;;
Buca Nikah Sarayı Karşısında 3+1 125m2 İçi Full Yapılı Arakat;24.000 TL;"TURYAP ŞİRİNYER TEMSİLCİLİĞİ'NDEN KİRALIK DAİRE
BUCA KOZAĞAÇ MAHALLESİ'NDE 3 ODA 1 SALON, 125m2, DOĞALGAZLI, ARAKAT, İÇİ FULL YAPILI, ÇİFT CEPHE, 2 BALKONLU, KİLERLİ, BAKIMLI DAİRE.
KONUM OLARAK BUCA NİKAH SARAYININ KARŞI SOKAĞINDA YER ALMAKTA OLUP HASANAĞA BAHÇESİ'NE DE YÜRÜYÜŞ MESAFESİNDEDİR. AYRICA ANA CADDEYE, TOPLU TAŞIMA ARAÇLARINA, KADIN DOĞUM HASTANESİ'NE, OKULLARA, AVM VE BANKALARA DA YÜRÜYÜŞ MESAFESİNDEDİR.
AYRINTILI BİLGİ VE ALTERNATİF SEÇENEKLERİMİZ İÇİN LÜTFEN İLETİŞİME GEÇİNİZ.";Kozağaç;12-10-2024;3. Kat;4 Katlı;25 Yaşında;3 + 1;/ 120 m2;Eşyalı Değil;Doğalgaz;
